"","MM001.1","MM001.2","MM001.3","MM001.4","MM002.1","MM002.2","MM003.1","MM003.2","MM004.1","MM004.2","MM005.1","MM005.2","MM005.3","MM006.1","MM006.2","MM007","MM008.1","MM008.2","MM008.3","MM009.1","MM009.2","MM010","MM011","MM012.1","MM012.2","MM013.1","MM013.2","MM013.3","MM014","MM015.1","MM015.2","MM016.1","MM016.2","MM016.3","MM017","MM018","MM019.1","MM019.2","MM019.3","MM020.1","MM020.2","MM020.3","MM021.1","MM021.2","MM021.3","MM021.4","MM022.1","MM022.2","MM022.3","MM023.1","MM023.2","MM024.1","MM024.2","MM024.3","MM025","MM026.1","MM026.2","MM027.1","MM027.2","MM027.3","MM028.1","MM028.2","MM029.1","MM029.2","MM029.3","MM030.1","MM030.2","MM031","MM032.1","MM032.2","MM032.3","MM032.4","MM033.1","MM033.2","MM033.3","MM033.4","MM034.1","MM034.2","MM034.3","MM035.1","MM035.2","MM036","MM037.1","MM037.2","MM038","MM039","MM040.1","MM040.2","MM041.1","MM041.2","MM042.1","MM042.2","MM043.1","MM043.2","MM044.1","MM044.2","MM045.1","MM045.2","MM046.1","MM046.2","MM046.3","MM047.1","MM047.2","MM047.3","MM048.1","MM048.2","MM049.1","MM049.2","MM050.1","MM050.2","MM050.3","MM050.4","MM051","MM052.1","MM052.2","MM053","MM054.1","MM054.2","MM055.1","MM055.3","MM055.4","MM055.5","MM055.6","MM055.7","MM056.1","MM056.2","MM057.1","MM057.10","MM057.11","MM057.12","MM057.2","MM057.3","MM057.4","MM057.5","MM057.6","MM057.7","MM057.8","MM057.9","MM058.1","MM058.2","MM059.1","MM059.2","MM060.1","MM060.2","MM061","MM062.1","MM062.2","MM063","MM064.1","MM064.2","MM065","MM066","MM068.1","MM068.2","MM069","MM070.1","MM070.2","MM070.3","MM071.2","MM071.3","MM072.1","MM072.2","MM074.1","MM074.2","MM075.1","MM075.2","MM077","MM078","MM079.1","MM079.2","MM080","MM081","MM082","MM083.1","MM083.2","MM083.3","MM083.4","MM083.5","MM084","MM085.1","MM085.2","MM086.2","MM086.3","MM086.5","MM086.6","MM087.1","MM087.2","MM088","MM089.1","MM089.2","MM090.1","MM090.2","MM090.3","MM091.1","MM091.2","MM091.3","MM091.4","MM092","MM093","MM094.1","MM094.2","MM096","MM098.1","MM098.10","MM098.11","MM098.12","MM098.13","MM098.14","MM098.15","MM098.2","MM098.3","MM098.4","MM098.5","MM098.6","MM098.7","MM098.8","MM098.9","MM099.1","MM099.2","MM099.3","MM099.4","MM100.1","MM100.2","MM101.1","MM101.2","MM103.1","MM103.2","MM103.3","MM104"
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio",0,0,0,0,0,0,0,0,0,0,1.05504,0,0,0,0,0,0.1904,1.37318,0.0656,0,0,0,0,0,0.01036,0,0,0,0,0,0,0,0,0,0.02183,0,0,0.01919,0.05149,0,0,0.29488,0,0.25807,0,0.35648,0.20074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2801,0,0,0,0,0,0,0,0,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946,0,0.1321,0,0,0,0,0.00559,0.09333,0.00161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00722,0,0,0.05698,0.01506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2062,0.00974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia",0,0,0,0,0,0,0,0,0,0,0.4013,0.27563,0.65751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67718,0,7.95909,0,0,0,0,0,0,0,0,0,0,0,0.00352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29398,0,0,0,0,0,0,0,0,0,0,0,0.10235,0,0,0,0,0.15154,0,0,0,0,0,0.15568,0,0,0,0,0,0,0,0,0,0,0.13858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.14284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified",0,0,0,0,0,0,0,0,0,0,0.13038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella",0,0,0,0,0,0,0,0,0,0,0.1227,0,0,0,0,0,0,0,0,0,0,0,0,0.15913,0,0.05709,0,0.1226,0.04784,0,0,0,0,0,0,0,0,3e-04,0,0,0,0,0,0,0,0,0.01985,0.28867,0.7711,0,0,0,0,0,0,0.04933,0,0.08905,1.06663,0,0,0,0,0.07514,0.00599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26052,9.13745,0,0.0188,0.15418,0,0,0,0,0.43887,0.13584,0,0,0,0,0,0,0,0.24165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765,0.0355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified",0,0,0,0,0,0,0,0,0,0,0.04671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03266,0,0,0,0,0,0,0.16808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01048,0,0,0,0.53286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335,0.13553,0.14371,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides",0,0,0,0,0,0,0,0,0,0,0.02148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri",0,0,0,0,0,0,0,0,0,0,1.70851,0.47104,0.08456,0,0,0.06033,0.24518,2.36855,11.03663,0.13416,0.07867,0.0024,0,0.25602,2.22743,0.09123,0.78252,9.70217,0.08536,0,0,0,0.06362,0,0,0,0,0,1.69683,0,0,0,0,0,0,0,0,0,0.00526,0,0,0,0,0,1.20198,0,0,0,0,0,0,0,0,0,0,0,0,0.71275,0,0,0,0,0,0,0,0,0,0,0,0.18796,0,0,0,0,0.00715,0,0,0,0.02137,0,0,0,0,0.02942,0,0,0,9.002,0.20762,0,0,0,0,0,0,0.01563,0,0,53.2345,3.09637,0.00292,0.14849,19.13453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10535,0,0,0,0,3.78888,0,0,0,0,0,0.00255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03604,0,0.63078,3.09656,0.03792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_amnii",0,0,0,0,0,0,0,0,0,0,1.67319,14.67422,2.50535,0,0,0,0,0,0,0.00905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_thermophilus",0,0,0,0,0,0,0,0,0,0,1.5335,0,0,0.07099,0,0,0,0,0.22528,0,0,0,0,0,0,0,0,0,0,0.22498,0.37136,0,0,0,0,0,0,0,0.01993,0,0,0,0,0,0,0,0,0,0.0068,0.0989,0,0,0.11594,0.69084,0,0.41895,0,0.08869,0.08278,0,0,0,0,0.0719,0.11716,0,0.01244,0,0,0,0.04095,0,0,0,0,0,0,0,0,0,0,0.11086,0,0,0.31132,0,0.27183,0,0,0,0,0.02593,0,0,0,0,0,0,0,0.74853,0,0,0,0.21982,0,0,0,0,0,0,0,0.00535,0,0,0,0,0,0.05055,0,0.1598,0.89786,0.27843,0.42465,0.03203,0,0,0,0.21226,0.20503,0.04561,0.775,0.12049,3.32333,15.90142,1.1818,0.21409,0.11445,1.0446,0,0.00626,0,0,0,0,0,0,0.01927,0.04495,0,0,0,0,0.0047,0,0,0,0,0,0,0,0,0.02442,0,0,0,0,0,0,0.00672,0,0.02666,0,0,0.02599,0,0,0,0.00252,0,0,1.02672,0,0,0,0,0,0.00895,0,0,0,0,0.00716,0,0.13858,0.09812,0.04322,0.17925,0,0,0,1.56114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01986
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__Desulfovibrio_piger",0,0,0,0,0,0,0,0,0,0,1.05504,0,0,0,0,0,0.1904,1.37318,0.0656,0,0,0,0,0,0.01036,0,0,0,0,0,0,0,0,0,0.02183,0,0,0.01919,0.05149,0,0,0.29488,0,0.25807,0,0.35648,0.20074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2801,0,0,0,0,0,0,0,0,0,0,0,0.00107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00722,0,0,0.05698,0.01506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2062,0.00974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_coprocola",0,0,0,0,0,0,0,0,0,0,0.47659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13784,0,0,0,0,0,0,0.31057,1.78595,4.59103,1.43699,2.69479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17794,0,0,0,0,0,0,0,0,0,0.15332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09098,0,0,0,0,0,0
"k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Sneathia|s__Sneathia_amnii",0,0,0,0,0,0,0,0,0,0,0.4013,0.27563,0.65751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67718,0,7.95909,0,0,0,0,0,0,0,0,0,0,0,0.00352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29398,0,0,0,0,0,0,0,0,0,0,0,0.10235,0,0,0,0,0.15154,0,0,0,0,0,0.15568,0,0,0,0,0,0,0,0,0,0,0.13858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.14284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__Tissierellia_unclassified|s__Tissierellia_bacterium_KA00581",0,0,0,0,0,0,0,0,0,0,0.25012,0.07719,0.18083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_299",0,0,0,0,0,0,0,0,0,0,0.20322,0,0,0.04927,0,0,0,0,0,0,0,0.01644,0,0,0,0,0,0,0,0,0.00196,0,0,0,0,0,0,0,0,0,0,0,0,0.43971,0.0529,0.1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08408,0.75891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0,0.12309,0,0,0.16293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06235,0,0,0,0,0,0,0,0.02543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_indistinctus",0,0,0,0,0,0,0,0,0,0,0.13833,0,0,0,0,0,0.00478,0.1363,0.00209,0,0,0.00601,0,0,0,0,0,0,0,0.10003,0.01639,0,0,0.01775,0.02083,0,0,0,0,0,0,0,0,0,0,0,0,0.17826,0,0,0,0,0,0,0,0,0,0.04064,0.03466,0,0,0,0,0.03872,0.02441,0.01024,0.0163,0,0.11591,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14855,0,0.03752,0,0,0,0,0,0.86603,0.10076,0,0.26255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03388,0,0.0097,0,0,0,0,0,0,0,0,0,0.00538,0.01779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02099,0,0,0,0,0,0,0.01106,0.0096,0.89028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02334,0,0.00938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00501,0,0,0,0.30189,0,0,0,0,0,0,0,0,0,0.01341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0.08251
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium_KA00251",0,0,0,0,0,0,0,0,0,0,0.13038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Holdemanella|s__Holdemanella_biformis",0,0,0,0,0,0,0,0,0,0,0.1227,0,0,0,0,0,0,0,0,0,0,0,0,0.15913,0,0.05709,0,0.1226,0.04784,0,0,0,0,0,0,0,0,3e-04,0,0,0,0,0,0,0,0,0.01985,0.28867,0.7711,0,0,0,0,0,0,0.04933,0,0.08905,1.06663,0,0,0,0,0.07514,0.00599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26052,9.13745,0,0.0188,0.15418,0,0,0,0,0.43887,0.13584,0,0,0,0,0,0,0,0.24165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00765,0.0355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis",0,0,0,0,0,0,0,0,0,0,0.11625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_finegoldii",0,0,0,0,0,0,0,0,0,0,0.08699,0,0,0.20855,0,0,0,0,0,0,0,0,0,0,0.2431,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1401,0,0,0,0.00922,0.07759,1.12101,0.01349,0,0,0,0,0,0,0,0,0,0,9.08659,0,0,0,0,0,0,0,0,0.01506,0.0184,0,0,0,0,0,0,0,0,0,0,0,0,0,0.60446,0,0.62088,0,0,0,0,0,0,0,0.02093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44238,0.0511,0,0.03527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03234,0,0,0,0,0.42942,9.28684,0,0,0,0,0,0,0,0,0,0,0.02437,0,0,0,0,0,0,0,0,0,0,0,0,0.21914,0,0,0.03011,0.00691,0,0,0.09345,0,0,0,0,0,0,0,0.00075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_sp_CAG_144",0,0,0,0,0,0,0,0,0,0,0.06462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33751,0.07839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrionaceae_unclassified|s__Desulfovibrionaceae_bacterium",0,0,0,0,0,0,0,0,0,0,0.04671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03266,0,0,0,0,0,0,0.16808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01048,0,0,0,0.53286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00335,0.13553,0.14371,0
