"","p8582_mo1","p8582_mo10","p8582_mo11","p8582_mo12","p8582_mo2","p8582_mo3","p8582_mo4","p8582_mo5","p8582_mo6","p8582_mo7","p8582_mo8","p8582_mo9","p8585_mo1","p8585_mo2","p8585_mo3","p8585_mo4","p8585_mo6","p8585_mo7","p8585_mo8","p8585_mo9","p8600_mo1","p8600_mo10","p8600_mo11","p8600_mo12","p8600_mo2","p8600_mo3","p8600_mo4","p8600_mo5","p8600_mo6","p8600_mo7","p8600_mo8","p8600_mo9","p8646_mo1","p8646_mo10","p8646_mo11","p8646_mo12","p8646_mo2","p8646_mo3","p8646_mo4","p8646_mo5","p8646_mo6","p8646_mo7","p8646_mo8","p8646_mo9","p8649_mo1","p8649_mo10","p8649_mo11","p8649_mo12","p8649_mo2","p8649_mo3","p8649_mo4","p8649_mo5","p8649_mo6","p8649_mo7","p8649_mo8","p8649_mo9","p8712_mo1","p8712_mo10","p8712_mo11","p8712_mo12","p8712_mo2","p8712_mo3","p8712_mo4","p8712_mo5","p8712_mo6","p8712_mo7","p8712_mo8","p8712_mo9","p8748_mo10","p8748_mo11","p8748_mo12","p8748_mo4","p8748_mo5","p8748_mo6","p8748_mo7","p8748_mo8","p8748_mo9","p8775_mo1","p8775_mo10","p8775_mo11","p8775_mo12","p8775_mo2","p8775_mo3","p8775_mo4","p8775_mo5","p8775_mo6","p8775_mo7","p8775_mo8","p8775_mo9","p8808_mo10","p8808_mo11","p8808_mo12","p8808_mo4","p8808_mo5","p8808_mo6","p8808_mo7","p8808_mo8","p8808_mo9","p8816_mo1","p8816_mo10","p8816_mo11","p8816_mo12","p8816_mo2","p8816_mo3","p8816_mo4","p8816_mo5","p8816_mo6","p8816_mo7","p8816_mo8","p8816_mo9","p8855_mo10","p8855_mo11","p8855_mo12","p8855_mo3","p8855_mo4","p8855_mo8","p8855_mo9","p8883_mo10","p8883_mo11","p8883_mo12","p8883_mo2","p8883_mo3","p8883_mo4","p8883_mo6","p8883_mo7","p8883_mo8","p8883_mo9","p9061_mo1","p9061_mo2","p9061_mo3","p9061_mo4","p9061_mo5","p9061_mo6","p9061_mo7","p9061_mo8","p9193_mo1","p9193_mo2","p9193_mo4","p9193_mo5","p9193_mo6","p9193_mo7","p9216_mo1","p9216_mo2","p9216_mo3","p9216_mo4","p9216_mo5","p9216_mo6","p9216_mo7","p9216_mo8","p9220_mo1","p9220_mo2","p9220_mo3","p9220_mo4","p9220_mo5","p9220_mo6","p9220_mo7","p9223_mo1","p9223_mo2","p9223_mo3","p9223_mo4","p9223_mo5","p9223_mo6","p9223_mo7","p9223_mo8","p9281_mo1","p9281_mo2","p9281_mo3","p9281_mo4","p9281_mo5","p9281_mo6","SKST006_1_G102959","SKST006_10_G102994","SKST006_2_G102960","SKST006_3_G102961","SKST006_4_G102962","SKST006_5_G102963","SKST006_6_G102964","SKST006_7_G102965","SKST006_9_G103014","SKST007_1_G102966","SKST007_2_G102967","SKST007_3_G102949","SKST007_4_G102948","SKST007_6_G102995","SKST007_7_G103016","SKST007_8_G102999","SKST010_1_G102968","SKST010_2_G102969","SKST010_3_G102970","SKST010_4_G102956","SKST010_5_G102990","SKST010_6_G103004","SKST010_7_G103003","SKST010_8_G102998","SKST011_1_G102971","SKST011_2_G102972","SKST011_3_G102973","SKST011_4_G102952","SKST011_5_G102993","SKST011_6_G103002","SKST011_7_G103017","SKST011_8_G103000","SKST012_1_G102974","SKST012_2_G102975","SKST012_3_G102950","SKST012_4_G102954","SKST012_5_G102992","SKST012_6_G102997","SKST014_1_G102976","SKST014_2_G102977","SKST014_3_G102978","SKST014_4_G102979","SKST014_5_G102980","SKST014_6_G102951","SKST014_7_G102940","SKST023_1_G102981","SKST023_2_G102987","SKST023_3_G102941","SKST023_4_G102937","SKST023_5_G103007","SKST023_6_G103009","SKST023_7_G103015","SKST024_1_G102982","SKST024_2_G102953","SKST024_3_G102944","SKST024_4_G102938","SKST024_5_G103001","SKST024_6_G103012","SKST024_7_G103022","SKST024_8_G103031","SKST025_1_G102983","SKST025_2_G102986","SKST025_3_G102942","SKST025_4_G102939","SKST025_5_G103006","SKST025_6_G103010","SKST025_9_G103021","SKST027_1_G102984","SKST027_10_G102936","SKST027_11_G102996","SKST027_12_G103011","SKST027_2_G102985","SKST027_3_G102945","SKST027_4_G102958","SKST027_6_G102955","SKST027_9_G102947","SKST032_1_G102943","SKST032_2_G102946","SKST032_3_G102989","SKST032_4_G103008","SKST032_5_G103024","SKST036_1_G103013","SKST036_2_G103020","SKST036_3_G103025","SKST037_2_G103023","SKST037_3_G103026","SKST041_1_G103005","SKST041_2_G103027","SKST041_3_G103028"
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_CAG_317",0,0.00111,0,0.0205,0,0.00727,0,0.00666,0.27081,0.01204,0.06607,0,0,0,0,0,0.01235,0.01682,0,0.00941,0,0.17898,0.79282,0.47264,0,4.75443,0,0.91314,3.29313,0.30894,0.3148,0.22108,0,0,0,0,0,0,0.19978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21549,0.00971,0,0.00248,0,0,0,0,0,0,0,0.00121,0,0,0,0,0,0,0,0,0,0.00019,0,0,0.0018,0.00127,0.00358,0.04538,0,0.01067,0.01232,0,0.01808,0,0,1.38771,0,0,0,0,0.01431,0,0.03147,0,0,0.00258,0.0086,0,0.00963,0,0.0098,0.008,0.00065,0.00137,1.09865,0.77636,0.23343,0,0,0.77346,2.32791,1.77784,0.10449,0.40276,0.65458,0.32911,0.75104,0.55511,0.73567,1.4421,0.5129,0,0,0,0,0,0,0,0,0.00949,0.29516,0.1313,0.17311,0.27524,0.00259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228,0,0.01434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00429,0,0,0.00881,0,0,0,0,0,0,0,0,0,0.04011,0,2.74299,1.74078,0,4.6928,0.55884,0,0.04324,0.11442,0.36903,0,0.1093,0,0.06525,0.50564,0.6385,3.10926,6.34799,0.86679,3.468,0.10361,0,0,0,0,0,0,0,0,0,0,0,0.0224,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_adolescentis",0,0.00104,0.00033,0,0,0,0,0,0,0,0,0,10.85257,1.83389,10.38321,1.34329,0.14558,1.09823,0.90706,0.9857,0,0,0,0,0,0,0,0,0.08757,0,0,0.00042,0,0,0,0,0,0,1.32107,0.00314,0.00192,0,0,0,0.00149,0.39999,0.01875,0.16578,17.87368,1.3107,0.12496,0,1.88121,0.29389,0.25366,12.98554,1.26676,0,0,0,4.38988,0.37324,1.24888,0,0,0,0,0,0,0,0,0,0.01718,0,0,0,0,0.0016,1.92584,0.44526,0.90016,0,0,0,0,0,0.32943,4.96516,0.03569,0.36207,0,0,0,0.00517,0,0.04955,0,0.03494,0.00188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17317,0.06093,0,2.89863,1.52369,6.94706,0.67933,0.07801,0.42942,0.33954,0,0.1021,0,0,0,0,0,0,0.226,0.1859,0.80043,3.0477,0.79125,0.28436,0.42458,0,0.63928,0,0,0.00081,0,0,6.87292,3.61077,3.12631,1.21779,2.87579,17.7549,1.74669,1.18556,1.63376,2.97519,0.3116,0.57131,0.54082,0.94919,0.46394,0.95952,0.53182,0.40311,0.93487,1.13816,37.84043,0,0,0,0,0,0,0,0.89318,2.62051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02637,0.20693,1.11218,0.41416,0,0.1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.67798,0.84627,0.71891,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae|g__Romboutsia|s__Romboutsia_ilealis",0,0.00079,0,0,0,0,0,0.00791,0,0,0.00127,0,0.00386,0,0,0.02538,0,0.02384,0.01197,0.00673,0,0,0,0.00185,0.01638,0.00489,0.04564,0,0,0.01746,0.00223,0.00431,0,0.0016,0,0.00894,0.00598,0.0015,0.0542,0.00385,0.00942,0.01945,0.00448,0.01264,0,0,0,0.00112,0,0,0,0,0,0,0.00135,0.00338,0.08023,0.00453,0,0,0.00705,0,0.00772,0,0.02062,0.00782,0.00443,0.00379,0,0,0,0,0.06083,0,0,0,0,0.00849,0.01793,0,0,0.00262,0.00087,0.00415,0,0.0044,0,0.01488,0,0,0.00577,0,0.00977,0.04008,0,0.00833,0,0.01516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154,0.00249,0,0,0.0024,0,0,0,0.01348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00647,0,0,0.00065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes",0,0.00066,0,0,0,0,0,0,0,0,0,0,0.97041,6.66629,2.67017,1.24962,1.35489,1.5658,1.71507,1.54211,0,0,0,0,0,0,0,0,0,0,0,0,3.82998,5.09293,2.53937,2.87224,4.94108,3.49249,0.52147,3.06918,1.0833,1.41744,1.31679,6.01995,1.30785,1.27391,0,0.78985,1.4327,1.2206,0.62351,0,0.78051,1.60613,0.12833,0.53872,0.56784,0,0,0,0,0,0.00096,0,0,0,0,0,0.52272,1.11001,0.93895,0.48825,0.99755,0.72576,1.39023,1.01887,1.57808,3.23488,0.86721,1.37471,0.59256,0.80831,1.39471,1.64849,0.95448,1.17694,0.9826,1.35425,0.47835,0,0,0,0,0,0,0,0,0,1.20224,1.53191,1.52618,1.24395,4.18531,1.60885,2.11412,2.06439,4.34013,2.64748,2.10809,1.7279,0,0,0,0,0,0,0,0,0.22672,0.96891,0,0,0,0,0,0,0,0.6257,0.89272,0.76307,1.33582,1.08384,0.55124,1.22589,0.57143,1.06814,0.2611,0.61238,1.11736,1.54306,1.36914,0.47643,0,1.25476,0,0,0,0,0,0.45153,1.08582,1.97106,0.53414,0.42033,1.03579,0.30217,0.50119,0.63364,0.29474,0.40861,1.26203,0.56136,0.73873,1.44548,0.77121,1.18844,0.4214,0.68411,0.9487,0,0,0,0,0,0,0,0,0,0,0.09229,0.02516,0.25257,0.03252,0.26299,0.05768,0.03559,0.43197,0,1.74885,0.09278,0.12591,0,0.33264,0.15046,0.03802,1.03492,1.00167,0.04102,0.09173,0.09906,0.26974,0,0.14875,0.36415,0.3478,0.36082,0.07515,0.83178,0,0,0,0,0,1.43757,5.695,0,0,0,0,0,0,0,0.29599,4.01971,4.88186,2.17212,0.0186,3.86791,2.53606,2.89691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00452,0,0,0,0,0,0,0,0.12238,0.21469,0,0,0,0
"k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__Fretibacterium|s__Fretibacterium_fastidiosum",0,0.00064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00128,0.00152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00123,0.00045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00182,0.00523,0.00742,0,0.00212,0.00563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00143,0,0,0.00176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_producta",0,0.00062,0.00201,0,0,0.0115,0,0,0,0,0.01289,0,0.88028,0.0633,0.01537,0.11142,0.02116,0.04701,0.01086,0,0.0732,0.0546,0.27366,0.34331,0.22216,0.53449,0.12763,0.30601,0.24297,0.45549,0.19525,0.15428,0,0.10579,0.0083,0.03272,0,0,0.11761,0.00123,0.00631,0.03648,0.04657,0.28254,0,0,0,0,0,0,0,0,0,0,0,0,0.1764,0.16262,0.04922,0.07318,0.07445,0.06139,0.07197,0.75372,0.58136,0.21457,0.10191,0.08036,0,0,0,0.00051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45013,0.90536,0.21166,0.75988,0.35918,0.08603,0.0445,0.00164,0.06812,0,0.0096,0.03013,0.01313,0.01461,0.01517,0.01098,0.0242,0.00748,0.01348,1.08993,0.75368,0.41971,0,0,0.38357,3.09189,0.01146,0.04873,0,0.09147,0.13404,0.00603,0.08582,0.01347,0.02379,0.00661,0,0,0,0,0,0,0,0,0,0.04919,0,0,0,0,0.08553,0,0.07677,1.06081,0.86196,0.51954,0.24317,0.10442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00305,0,0,0,0,0,0.02434,0.1095,0.41629,0,0.07761,0.001,0,0.13351,0.86108,1.57198,0.24403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rogosae",0,0.00056,0.00101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0.00293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09657,0,0,0,0,0.04042,0.00726,0,0.04473,0.11674,0.20124,0.17876,0.6769,0,0.2766,0,0,0,0,0,0,0,0,0.01449,0,0,0,0.00477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04675,0.14243,0.06495,0.05413,0.11386,0.03762,0.0155,0.24371,0.01607,0.01677,0.03482,0.01983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03874,0,0,0.03338,0.00301
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Bifidobacterium|s__Bifidobacterium_bifidum",0,0.00047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97373,2.83557,0.80591,0.87242,0,0,0,0,0,0,0,0,0.06969,0,0.00064,0,0,0,0,0,0,0,1.46029,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00082,0,0,1.44344,1.11344,0.51649,1.79648,2.02392,1.04465,1.70988,1.74919,2.48433,2.21813,3.04488,2.48698,0,0,0,0,0,0,0,0,0,0.00023,0,0,0,0.00055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69804,0.00122,0,0,0,0,0,0,0,0,0,0,0.00044,0,0,0.0109,2.08543,1.59168,0.64065,5.31775,1.82311,1.08609,1.54707,1.66244,1.67541,1.06121,0,0.5091,0,0,0,0,0,0,0,0,0,0,0,0,1.38271,0,3.98401,0,0,0.00159,0.00286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07019,11.34006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524,0.48966,0,0,0,0,0.08891,2.01903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54186,12.52415,15.08275,20.62372,0.05247,26.04185,0,0,0,0,0,0,0,0,0,0,0,0.30928,0.57463,0.35929,0.08687,0.08518,0.72445,0.24253,0,0,0.21253,0.03815,0.00329
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques",0,0.00044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2392,0.72707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00096,0,0,0,0,3.12811,0.35922,0,1.2674,2.36092,1.35779,0.47616,0,0.72067,0.15455,0.80009,0.78123,0,0,0,0,0,0.00017,0,0,0,0,0,0,1.66863,1.43113,0.84689,0.86859,1.71024,1.21836,0.75758,1.62412,2.17036,0.69848,0.65149,0.44584,0.25901,0.27611,0.75697,1.22976,1.05644,0.46915,0.61333,0.745,0.71985,0,0,0,0,0,0,0,0,0,4.02846,0.66973,1.56787,0.22719,0.54845,0.64448,0.74876,2.71797,2.45435,2.44733,0.8561,1.57888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47934,0.62172,1.02578,0.81813,1.35824,0.81929,2.08189,1.49115,0.75331,0,0.13087,0.17098,0.35965,0.17582,0,0,0,0,0,0,0,0,0.23533,0.23019,0.10855,0.21827,0.49484,1.25002,0.25927,0.56927,0.89066,0.71533,0.25362,0.82687,0.61299,0.53362,0.32351,0.72973,0.83886,0.60993,0.874,1.45924,0,0,0,0,0,0,0,0,0,3.5726,0.03143,0.0272,0,0.03084,0.07731,0.00769,0,2.08526,0.17712,0.24082,0.79415,0.27621,0.14457,0.21007,0.44674,0.05597,0.30641,1.12893,0.2978,0.53739,0.0626,0.04268,0,0.20497,0.51649,0.06714,0.42431,0.18992,0.34149,0,0,0,0,0,0,0,0.25502,0.02986,8.42559,9.09237,0.01088,7.65813,5.18793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49775,0,0,0,11.194,0.05653,0,0,0,0.24618,0,0.09476,0.10579,0,1.05773,0.01463,0.02273
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_181",0,0.00038,0,0,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333,0,0,0,0,0,0,0,0,0,0,0,0,0.0148,0,0,0,0.01321,0.00723,0,0,0.00018,0.00449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062,0,0,0,0,0,0,0,0,0,0,0,0.01287,0,0.00688,0,0,0.002,0.00463,0,0,0,0,0,0.00132,0.00207,0.01515,0,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.407,0.25695,0,0,0,0,0,0,0,0,0,0,0.00841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.06407,10.09952,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_cellulosilyticus",0,0.00024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-04,0,0,0,0,0,0,0,0,0,0,0.0299,0,0,0.00028,0,1.04297,2.45644,1.11145,0,0,0.80694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0.92659,1.9255,1.14772,0.97625,0.32094,0.2637,0.19504,0.1917,0.37265,1.86429,1.16416,0.34236,0.64966,0.79591,0.8848,1.53896,0.6872,1.13437,1.08773,0.72171,0.46099,2e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78032,2.51227,2.94891,0,0.0061,0.68083,0.44283,0.0598,0.01791,0.05349,0.4577,0.4998,0.00717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00294,0,0,0.01807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00115,0.00446,0,0,0,0,0,0,0.13055,0.02681,0.03381,0.00552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_scatoligenes",0,0.00014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00081,0,0.00185,0.00178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00314,0.00497,0,0.00349,0.00537,0.00271,0.00189,0,0.00228,0.00177,0.00092,0.00681,0,0,0,0,0,0,0.00073,0,0.00335,0.00117,0.00309,0.00129,0,0,0,0,0,0,0,0,0,0.00231,0,0,0,0.00042,0,0.00109,0.00052,0.00047,0,0.00078,0,0,0,0,0,0,0,0,0,0,0.00065,0,0,0,0,0,0,0.00036,0.00306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales",0,0,0.00663,0,0,0,0,0,0,0,0,0,0.00308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23745,0.02936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae",0,0,0.00663,0,0,0,0,0,0,0,0,0,0.00308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Anaerofustis",0,0,0.00977,0.0257,0,0,0,0,0,0,0.01321,0,0,0,0,0,0,0.00831,0,0,0,0.02202,0.05949,0.07523,0,0,0,0,0,0.01001,0.02349,0.02516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01111,0,0.02173,0.01267,0,0.00842,0.02006,0.0471,0.03528,0,0.01742,0.0061,0.01055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
